trial,withinphasetrial,withinblocktrial,block,phase,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,sub,age,gender,handedness,
0,0,0,0,0,53,27,7216,['c'],1,left,['9'],2,2293,[0.43537354],100,53,easy,plus,dotcolour,beta,64,19,V,R,
1,1,1,0,0,44,36,1248,['c'],1,left,['2'],5,1367,[0.0981191],91,44,hard,plus,dotcolour,beta,64,19,V,R,
2,2,2,0,0,27,53,1265,['n'],1,right,['3'],4,1279,[-0.48280908],100,53,easy,plus,dotcolour,beta,64,19,V,R,
3,3,3,0,0,44,36,1400,['c'],1,left,['2'],5,1334,[0.27940337],99,44,hard,plus,dotcolour,beta,64,19,V,R,
4,4,4,0,0,36,44,2000,['n'],1,right,['8'],3,714,[-0.10136847],97,44,hard,plus,dotcolour,beta,64,19,V,R,
5,5,5,0,0,44,36,1299,['c'],1,left,['1'],6,1059,[0.12089032],96,44,hard,plus,dotcolour,beta,64,19,V,R,
6,6,6,0,0,36,44,2249,['n'],1,right,['3'],4,1184,[-0.13883125],96,44,hard,plus,dotcolour,beta,64,19,V,R,
7,7,7,0,0,53,27,1099,['c'],1,left,['2'],5,718,[0.27660624],100,53,easy,plus,dotcolour,beta,64,19,V,R,
8,8,8,0,0,33,47,882,['n'],1,right,['3'],4,696,[-0.16918199],99,47,medium,plus,dotcolour,beta,64,19,V,R,
9,9,9,0,0,44,36,1998,['c'],1,left,['3'],4,357,[0.16067529],100,44,hard,plus,dotcolour,beta,64,19,V,R,
10,10,10,0,0,47,33,781,['c'],1,left,['3'],4,585,[0.13388647],99,47,medium,plus,dotcolour,beta,64,19,V,R,
11,11,11,0,0,47,33,1798,['c'],1,left,['3'],4,356,[0.03265463],93,47,medium,plus,dotcolour,beta,64,19,V,R,
12,12,12,0,0,47,33,915,['c'],1,left,['3'],4,434,[0.25021314],100,47,medium,plus,dotcolour,beta,64,19,V,R,
13,13,13,0,0,33,47,682,['n'],1,right,['3'],4,1223,[-0.27129827],100,47,medium,plus,dotcolour,beta,64,19,V,R,
14,14,14,0,0,33,47,1932,['c'],0,right,['3'],4,162,[0.06096543],99,47,medium,plus,dotcolour,beta,64,19,V,R,
15,15,15,0,0,36,44,982,['n'],1,right,['8'],3,398,[-0.12453878],99,44,hard,plus,dotcolour,beta,64,19,V,R,
16,16,16,0,0,33,47,2665,['c'],0,right,['3'],4,245,[0.05880402],98,47,medium,plus,dotcolour,beta,64,19,V,R,
17,17,17,0,0,47,33,1798,['c'],1,left,['3'],4,245,[0.07901526],99,47,medium,plus,dotcolour,beta,64,19,V,R,
18,18,18,0,0,33,47,950,['n'],1,right,['8'],3,374,[-0.18463405],100,47,medium,plus,dotcolour,beta,64,19,V,R,
19,19,19,0,0,27,53,649,['n'],1,right,['3'],4,463,[-0.15993631],100,53,easy,plus,dotcolour,beta,64,19,V,R,
20,20,20,0,0,36,44,799,['n'],1,right,['3'],4,230,[-0.11531614],100,44,hard,plus,dotcolour,beta,64,19,V,R,
21,21,21,0,0,33,47,850,['n'],1,right,['3'],4,588,[-0.08450909],96,47,medium,plus,dotcolour,beta,64,19,V,R,
22,22,22,0,0,36,44,783,['n'],1,right,['3'],4,167,[-0.04619697],99,44,hard,plus,dotcolour,beta,64,19,V,R,
23,23,23,0,0,53,27,666,['c'],1,left,['3'],4,216,[0.08575909],100,53,easy,plus,dotcolour,beta,64,19,V,R,
24,24,24,0,0,53,27,664,['c'],1,left,['2'],5,245,[0.13157549],100,53,easy,plus,dotcolour,beta,64,19,V,R,
25,25,25,0,0,27,53,682,['n'],1,right,['2'],5,538,[-0.16262798],100,53,easy,plus,dotcolour,beta,64,19,V,R,
26,26,26,0,0,47,33,950,['c'],1,left,['2'],5,183,[0.06094023],99,47,medium,plus,dotcolour,beta,64,19,V,R,
27,27,27,0,0,53,27,648,['n'],0,left,['0'],1,1512,[-0.01109048],73,53,easy,plus,dotcolour,beta,64,19,V,R,
28,28,28,0,0,44,36,2848,['c'],1,left,['2'],5,131,[0.11116273],100,44,hard,plus,dotcolour,beta,64,19,V,R,
29,29,29,0,0,36,44,1266,['n'],1,right,['2'],5,196,[-0.09564731],100,44,hard,plus,dotcolour,beta,64,19,V,R,
30,30,30,0,0,27,53,732,['n'],1,right,['3'],4,328,[-0.10403407],99,53,easy,plus,dotcolour,beta,64,19,V,R,
31,31,31,0,0,27,53,832,['n'],1,right,['3'],4,852,[-0.05837652],90,53,easy,plus,dotcolour,beta,64,19,V,R,
32,32,32,0,0,27,53,816,['n'],1,right,['2'],5,282,[-0.08627129],99,53,easy,plus,dotcolour,beta,64,19,V,R,
33,33,33,0,0,53,27,933,['c'],1,left,['1'],6,179,[0.09722839],100,53,easy,plus,dotcolour,beta,64,19,V,R,
34,34,34,0,0,44,36,882,['c'],1,left,['1'],6,266,[0.10605045],100,44,hard,plus,dotcolour,beta,64,19,V,R,
35,35,35,0,0,44,36,1184,['c'],1,left,['2'],5,169,[0.10574453],100,44,hard,plus,dotcolour,beta,64,19,V,R,
36,36,36,0,0,47,33,933,['c'],1,left,['3'],4,151,[0.1196385],100,47,medium,plus,dotcolour,beta,64,19,V,R,
37,37,37,0,0,33,47,717,['n'],1,right,['3'],4,782,[-0.06388009],92,47,medium,plus,dotcolour,beta,64,19,V,R,
38,38,38,0,0,53,27,1600,['c'],1,left,['2'],5,224,[0.13550634],100,53,easy,plus,dotcolour,beta,64,19,V,R,
39,39,39,0,0,27,53,632,['n'],1,right,['1'],6,631,[-0.03648703],89,53,easy,plus,dotcolour,beta,64,19,V,R,
40,40,40,0,0,47,33,1284,['c'],1,left,['3'],4,164,[0.06862621],100,47,medium,plus,dotcolour,beta,64,19,V,R,
41,41,41,0,0,36,44,1050,['n'],1,right,['3'],4,653,[-0.05184109],92,44,hard,plus,dotcolour,beta,64,19,V,R,
42,42,0,1,0,36,44,1283,['n'],1,right,['2'],5,250,[-0.06919833],99,44,hard,plus,dotcolour,beta,64,19,V,R,
43,43,1,1,0,27,53,2349,['n'],1,right,['3'],4,1093,[-0.36577661],100,53,easy,plus,dotcolour,beta,64,19,V,R,
44,44,2,1,0,47,33,931,['c'],1,left,['1'],6,189,[0.13683943],100,47,medium,plus,dotcolour,beta,64,19,V,R,
45,45,3,1,0,33,47,732,['n'],1,right,['3'],4,249,[-0.1791123],100,47,medium,plus,dotcolour,beta,64,19,V,R,
46,46,4,1,0,53,27,648,['c'],1,left,['1'],6,175,[0.10498202],100,53,easy,plus,dotcolour,beta,64,19,V,R,
47,47,5,1,0,53,27,648,['c'],1,left,['2'],5,151,[0.09071469],100,53,easy,plus,dotcolour,beta,64,19,V,R,
48,48,6,1,0,36,44,1581,['n'],1,right,['3'],4,203,[-0.11642531],100,44,hard,plus,dotcolour,beta,64,19,V,R,
49,49,7,1,0,53,27,748,['c'],1,left,['1'],6,143,[0.07364283],100,53,easy,plus,dotcolour,beta,64,19,V,R,
50,50,8,1,0,47,33,848,['n'],0,left,['3'],4,952,[0.13337177],19,47,medium,plus,dotcolour,beta,64,19,V,R,
51,51,9,1,0,27,53,1032,['n'],1,right,['1'],6,258,[-0.19955477],100,53,easy,plus,dotcolour,beta,64,19,V,R,
52,52,10,1,0,53,27,781,['c'],1,left,['3'],4,234,[0.15635098],100,53,easy,plus,dotcolour,beta,64,19,V,R,
53,53,11,1,0,27,53,1314,['n'],1,right,['2'],5,206,[-0.10623958],100,53,easy,plus,dotcolour,beta,64,19,V,R,
54,54,12,1,0,36,44,848,['c'],0,right,['3'],4,444,[0.0384995],93,44,hard,plus,dotcolour,beta,64,19,V,R,
55,55,13,1,0,44,36,665,['c'],1,left,['1'],6,145,[0.13446333],100,44,hard,plus,dotcolour,beta,64,19,V,R,
56,56,14,1,0,33,47,964,['n'],1,right,['2'],5,238,[-0.12145053],100,47,medium,plus,dotcolour,beta,64,19,V,R,
57,57,15,1,0,36,44,1165,['n'],1,right,['1'],6,151,[-0.14953194],100,44,hard,plus,dotcolour,beta,64,19,V,R,
58,58,16,1,0,47,33,1265,['n'],0,left,['1'],6,104,[-0.02700769],99,47,medium,plus,dotcolour,beta,64,19,V,R,
59,59,17,1,0,33,47,1133,['n'],1,right,['2'],5,160,[-0.05613639],99,47,medium,plus,dotcolour,beta,64,19,V,R,
60,60,18,1,0,47,33,1316,['c'],1,left,['1'],6,183,[0.11508215],100,47,medium,plus,dotcolour,beta,64,19,V,R,
61,61,19,1,0,33,47,883,['c'],0,right,['1'],6,133,[0.06511199],100,47,medium,plus,dotcolour,beta,64,19,V,R,
62,62,20,1,0,44,36,699,['c'],1,left,['1'],6,150,[0.15329735],100,44,hard,plus,dotcolour,beta,64,19,V,R,
63,63,21,1,0,44,36,733,['c'],1,left,['2'],5,180,[0.03987758],98,44,hard,plus,dotcolour,beta,64,19,V,R,
64,64,22,1,0,44,36,815,['n'],0,left,['3'],4,229,[-0.08154152],99,44,hard,plus,dotcolour,beta,64,19,V,R,
65,65,23,1,0,47,33,683,['c'],1,left,['3'],4,155,[0.10856539],100,47,medium,plus,dotcolour,beta,64,19,V,R,
66,66,24,1,0,53,27,700,['c'],1,left,['1'],6,106,[0.07327251],100,53,easy,plus,dotcolour,beta,64,19,V,R,
67,67,25,1,0,44,36,850,['c'],1,left,['2'],5,157,[0.14710544],100,44,hard,plus,dotcolour,beta,64,19,V,R,
68,68,26,1,0,53,27,631,['c'],1,left,['1'],6,143,[0.12901991],100,53,easy,plus,dotcolour,beta,64,19,V,R,
69,69,27,1,0,33,47,816,['n'],1,right,['1'],6,514,[-0.02583458],89,47,medium,plus,dotcolour,beta,64,19,V,R,
70,70,28,1,0,44,36,581,['c'],1,left,['2'],5,192,[0.03764674],98,44,hard,plus,dotcolour,beta,64,19,V,R,
71,71,29,1,0,33,47,517,['c'],0,right,['8'],3,757,[0.00211618],77,47,medium,plus,dotcolour,beta,64,19,V,R,
72,72,30,1,0,47,33,631,['c'],1,left,['3'],4,166,[0.09020042],100,47,medium,plus,dotcolour,beta,64,19,V,R,
73,73,31,1,0,47,33,515,['c'],1,left,['2'],5,180,[0.07086749],100,47,medium,plus,dotcolour,beta,64,19,V,R,
74,74,32,1,0,27,53,715,['n'],1,right,['2'],5,122,[-0.11576937],100,53,easy,plus,dotcolour,beta,64,19,V,R,
75,75,33,1,0,27,53,781,['n'],1,right,['1'],6,79,[-0.10233537],100,53,easy,plus,dotcolour,beta,64,19,V,R,
76,76,34,1,0,36,44,548,['c'],0,right,['3'],4,112,[0.08891798],100,44,hard,plus,dotcolour,beta,64,19,V,R,
77,77,35,1,0,27,53,565,['c'],0,right,['9'],2,1222,[-0.03789238],57,53,easy,plus,dotcolour,beta,64,19,V,R,
78,78,36,1,0,27,53,949,['n'],1,right,['1'],6,335,[-0.07389423],98,53,easy,plus,dotcolour,beta,64,19,V,R,
79,79,37,1,0,44,36,866,['n'],0,left,['1'],6,98,[-0.0151219],98,44,hard,plus,dotcolour,beta,64,19,V,R,
80,80,38,1,0,36,44,583,['n'],1,right,['1'],6,88,[-0.04685485],100,44,hard,plus,dotcolour,beta,64,19,V,R,
81,81,39,1,0,33,47,483,['n'],1,right,['1'],6,91,[-0.04270103],100,47,medium,plus,dotcolour,beta,64,19,V,R,
82,82,40,1,0,36,44,1215,['c'],0,right,['3'],4,136,[0.09903588],100,44,hard,plus,dotcolour,beta,64,19,V,R,
83,83,41,1,0,53,27,616,['c'],1,left,['3'],4,131,[0.09802526],100,53,easy,plus,dotcolour,beta,64,19,V,R,
84,84,0,2,0,27,53,649,['n'],1,right,['1'],6,261,[0.01294579],82,53,easy,plus,dotcolour,beta,64,19,V,R,
85,85,1,2,0,47,33,2115,['c'],1,left,['3'],4,159,[0.09086186],100,47,medium,plus,dotcolour,beta,64,19,V,R,
86,86,2,2,0,47,33,714,['n'],0,left,['3'],4,77,[-0.05948067],100,47,medium,plus,dotcolour,beta,64,19,V,R,
87,87,3,2,0,33,47,733,['n'],1,right,['1'],6,94,[-0.08972562],100,47,medium,plus,dotcolour,beta,64,19,V,R,
88,88,4,2,0,47,33,965,['c'],1,left,['3'],4,149,[0.1181329],100,47,medium,plus,dotcolour,beta,64,19,V,R,
89,89,5,2,0,27,53,483,['n'],1,right,['1'],6,62,[-0.10363834],100,53,easy,plus,dotcolour,beta,64,19,V,R,
90,90,6,2,0,44,36,832,['n'],0,left,['1'],6,115,[-0.04083408],99,44,hard,plus,dotcolour,beta,64,19,V,R,
91,91,7,2,0,53,27,565,['n'],0,left,['0'],1,858,[0.1345014],18,53,easy,plus,dotcolour,beta,64,19,V,R,
92,92,8,2,0,47,33,717,['c'],1,left,['1'],6,204,[0.07364797],99,47,medium,plus,dotcolour,beta,64,19,V,R,
93,93,9,2,0,27,53,750,['n'],1,right,['1'],6,119,[-0.08762893],100,53,easy,plus,dotcolour,beta,64,19,V,R,
94,94,10,2,0,36,44,865,['n'],1,right,['2'],5,89,[-0.04234285],100,44,hard,plus,dotcolour,beta,64,19,V,R,
95,95,11,2,0,47,33,883,['c'],1,left,['3'],4,124,[0.06473054],100,47,medium,plus,dotcolour,beta,64,19,V,R,
96,96,12,2,0,27,53,483,['n'],1,right,['1'],6,269,[-0.13701176],100,53,easy,plus,dotcolour,beta,64,19,V,R,
97,97,13,2,0,53,27,833,['c'],1,left,['3'],4,163,[0.07848433],100,53,easy,plus,dotcolour,beta,64,19,V,R,
98,98,14,2,0,44,36,649,['n'],0,left,['1'],6,484,[-0.0806225],97,44,hard,plus,dotcolour,beta,64,19,V,R,
99,99,15,2,0,44,36,548,['c'],1,left,['3'],4,148,[0.11854899],100,44,hard,plus,dotcolour,beta,64,19,V,R,
100,100,16,2,0,36,44,1097,['n'],1,right,['1'],6,28,[-0.12329739],100,44,hard,plus,dotcolour,beta,64,19,V,R,
101,101,17,2,0,36,44,833,['n'],1,right,['1'],6,779,[-0.1297619],98,44,hard,plus,dotcolour,beta,64,19,V,R,
102,102,18,2,0,44,36,548,['c'],1,left,['3'],4,95,[0.10987369],100,44,hard,plus,dotcolour,beta,64,19,V,R,
103,103,19,2,0,33,47,681,['n'],1,right,['1'],6,97,[-0.1106727],100,47,medium,plus,dotcolour,beta,64,19,V,R,
104,104,20,2,0,53,27,832,['c'],1,left,['1'],6,102,[0.05348459],100,53,easy,plus,dotcolour,beta,64,19,V,R,
105,105,21,2,0,36,44,798,['c'],0,right,['1'],6,139,[0.09283865],100,44,hard,plus,dotcolour,beta,64,19,V,R,
106,106,22,2,0,27,53,783,['n'],1,right,['2'],5,95,[-0.07381112],100,53,easy,plus,dotcolour,beta,64,19,V,R,
107,107,23,2,0,47,33,1715,['c'],1,left,['1'],6,360,[0.09752562],99,47,medium,plus,dotcolour,beta,64,19,V,R,
108,108,24,2,0,27,53,1165,['n'],1,right,['1'],6,52,[-0.06407261],100,53,easy,plus,dotcolour,beta,64,19,V,R,
109,109,25,2,0,27,53,632,['n'],1,right,['2'],5,51,[-0.10546731],100,53,easy,plus,dotcolour,beta,64,19,V,R,
110,110,26,2,0,33,47,632,['n'],1,right,['1'],6,577,[-0.04299969],91,47,medium,plus,dotcolour,beta,64,19,V,R,
111,111,27,2,0,44,36,849,['c'],1,left,['2'],5,161,[0.0218511],97,44,hard,plus,dotcolour,beta,64,19,V,R,
112,112,28,2,0,33,47,699,['n'],1,right,['1'],6,8,[-0.07617163],100,47,medium,plus,dotcolour,beta,64,19,V,R,
113,113,29,2,0,53,27,650,['c'],1,left,['1'],6,119,[0.11147766],100,53,easy,plus,dotcolour,beta,64,19,V,R,
114,114,30,2,0,33,47,867,['c'],0,right,['1'],6,138,[0.05197033],99,47,medium,plus,dotcolour,beta,64,19,V,R,
115,115,31,2,0,36,44,850,['c'],0,right,['1'],6,116,[0.09793995],100,44,hard,plus,dotcolour,beta,64,19,V,R,
116,116,32,2,0,33,47,982,['n'],1,right,['1'],6,82,[-0.06664947],100,47,medium,plus,dotcolour,beta,64,19,V,R,
117,117,33,2,0,36,44,682,['n'],1,right,['1'],6,93,[-0.10689311],100,44,hard,plus,dotcolour,beta,64,19,V,R,
118,118,34,2,0,47,33,599,['n'],0,left,['1'],6,162,[-0.00600991],94,47,medium,plus,dotcolour,beta,64,19,V,R,
119,119,35,2,0,53,27,499,['c'],1,left,['1'],6,105,[0.10424518],100,53,easy,plus,dotcolour,beta,64,19,V,R,
120,120,36,2,0,33,47,699,['n'],1,right,['1'],6,19,[-0.06001182],100,47,medium,plus,dotcolour,beta,64,19,V,R,
121,121,37,2,0,36,44,915,['c'],0,right,['1'],6,103,[0.07713687],100,44,hard,plus,dotcolour,beta,64,19,V,R,
122,122,38,2,0,53,27,882,['c'],1,left,['1'],6,121,[0.0572893],100,53,easy,plus,dotcolour,beta,64,19,V,R,
123,123,39,2,0,53,27,533,['c'],1,left,['1'],6,89,[0.10424806],100,53,easy,plus,dotcolour,beta,64,19,V,R,
124,124,40,2,0,44,36,797,['n'],0,left,['2'],5,103,[-0.07184402],100,44,hard,plus,dotcolour,beta,64,19,V,R,
125,125,41,2,0,44,36,1131,['c'],1,left,['1'],6,88,[0.11569177],100,44,hard,plus,dotcolour,beta,64,19,V,R,
126,0,0,3,1,44,36,883,['n'],0,left,['1'],6,69,[-0.11428287],98,44,hard,minus,dotcolour,beta,64,19,V,R,
