trial,withinphasetrial,withinblocktrial,block,phase,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,sub,age,gender,handedness,
0,0,0,0,0,27,53,1500,['n'],1,right,['9'],5,1396,[-0.41307431],96,53,easy,minus,dotcolour,alfa,119,17,M,R,
1,1,1,0,0,27,53,865,['n'],1,right,['0'],6,601,[-0.23770213],94,53,easy,minus,dotcolour,alfa,119,17,M,R,
2,2,2,0,0,53,27,1997,['c'],1,left,['1'],1,331,[0.06822211],74,53,easy,minus,dotcolour,alfa,119,17,M,R,
3,3,3,0,0,27,53,1148,['n'],1,right,['0'],6,721,[-0.2045753],90,53,easy,minus,dotcolour,alfa,119,17,M,R,
4,4,4,0,0,53,27,932,['c'],1,left,['0'],6,352,[0.07657378],76,53,easy,minus,dotcolour,alfa,119,17,M,R,
5,5,5,0,0,27,53,1048,['n'],1,right,['8'],4,416,[-0.01802984],56,53,easy,minus,dotcolour,alfa,119,17,M,R,
6,6,6,0,0,44,36,1083,['c'],1,left,['2'],2,1382,[0.01386519],53,44,hard,minus,dotcolour,alfa,119,17,M,R,
7,7,7,0,0,53,27,1064,['c'],1,left,['0'],6,500,[0.17869314],91,53,easy,minus,dotcolour,alfa,119,17,M,R,
8,8,8,0,0,53,27,897,['c'],1,left,['0'],6,261,[0.08928306],83,53,easy,minus,dotcolour,alfa,119,17,M,R,
9,9,9,0,0,36,44,1248,['c'],0,right,['8'],4,281,[0.11656487],88,44,hard,minus,dotcolour,alfa,119,17,M,R,
10,10,10,0,0,47,33,850,['c'],1,left,['9'],5,357,[0.12789634],87,47,medium,minus,dotcolour,alfa,119,17,M,R,
11,11,11,0,0,27,53,815,['n'],1,right,['8'],4,599,[-0.17567053],89,53,easy,minus,dotcolour,alfa,119,17,M,R,
12,12,12,0,0,47,33,882,['c'],1,left,['8'],4,437,[0.14896115],88,47,medium,minus,dotcolour,alfa,119,17,M,R,
13,13,13,0,0,36,44,1797,['c'],0,right,['8'],4,1965,[-0.06223975],40,44,hard,minus,dotcolour,alfa,119,17,M,R,
14,14,14,0,0,33,47,832,['n'],1,right,['8'],4,342,[-0.14228081],90,47,medium,minus,dotcolour,alfa,119,17,M,R,
15,15,15,0,0,44,36,665,['c'],1,left,['0'],6,527,[0.0515387],65,44,hard,minus,dotcolour,alfa,119,17,M,R,
16,16,16,0,0,53,27,565,['c'],1,left,['0'],6,116,[0.06011355],83,53,easy,minus,dotcolour,alfa,119,17,M,R,
17,17,17,0,0,33,47,1050,['c'],0,right,['8'],4,102,[0.09166248],93,47,medium,minus,dotcolour,alfa,119,17,M,R,
18,18,18,0,0,53,27,815,['c'],1,left,['9'],5,227,[0.11337742],89,53,easy,minus,dotcolour,alfa,119,17,M,R,
19,19,19,0,0,44,36,682,['c'],1,left,['0'],6,88,[0.11861177],97,44,hard,minus,dotcolour,alfa,119,17,M,R,
20,20,20,0,0,47,33,733,['c'],1,left,['9'],5,177,[0.05757796],77,47,medium,minus,dotcolour,alfa,119,17,M,R,
21,21,21,0,0,33,47,2084,['c'],0,right,['8'],4,207,[0.04621676],71,47,medium,minus,dotcolour,alfa,119,17,M,R,
22,22,22,0,0,47,33,616,['c'],1,left,['8'],4,327,[0.1159838],86,47,medium,minus,dotcolour,alfa,119,17,M,R,
23,23,23,0,0,44,36,816,['c'],1,left,['9'],5,163,[0.06009586],79,44,hard,minus,dotcolour,alfa,119,17,M,R,
24,24,24,0,0,44,36,815,['c'],1,left,['8'],4,165,[0.13639388],95,44,hard,minus,dotcolour,alfa,119,17,M,R,
25,25,25,0,0,36,44,864,['c'],0,right,['8'],4,125,[0.07676635],88,44,hard,minus,dotcolour,alfa,119,17,M,R,
26,26,26,0,0,47,33,664,['c'],1,left,['8'],4,150,[0.09995808],91,47,medium,minus,dotcolour,alfa,119,17,M,R,
27,27,27,0,0,33,47,682,['c'],0,right,['9'],5,374,[0.13074914],87,47,medium,minus,dotcolour,alfa,119,17,M,R,
28,28,28,0,0,36,44,649,['c'],0,right,['8'],4,166,[0.07514393],84,44,hard,minus,dotcolour,alfa,119,17,M,R,
29,29,29,0,0,44,36,1050,['c'],1,left,['9'],5,175,[0.1108334],92,44,hard,minus,dotcolour,alfa,119,17,M,R,
30,30,30,0,0,44,36,632,['c'],1,left,['8'],4,95,[0.05312516],83,44,hard,minus,dotcolour,alfa,119,17,M,R,
31,31,31,0,0,36,44,449,['c'],0,right,['8'],4,74,[0.11493134],98,44,hard,minus,dotcolour,alfa,119,17,M,R,
32,32,32,0,0,33,47,600,['c'],0,right,['9'],5,72,[0.09310776],96,47,medium,minus,dotcolour,alfa,119,17,M,R,
33,33,33,0,0,33,47,648,['c'],0,right,['8'],4,101,[0.05476884],83,47,medium,minus,dotcolour,alfa,119,17,M,R,
34,34,34,0,0,47,33,599,['c'],1,left,['8'],4,163,[0.05538134],77,47,medium,minus,dotcolour,alfa,119,17,M,R,
35,35,35,0,0,36,44,599,['c'],0,right,['8'],4,117,[0.09056891],92,44,hard,minus,dotcolour,alfa,119,17,M,R,
36,36,36,0,0,47,33,696,['c'],1,left,['8'],4,70,[0.0807127],94,47,medium,minus,dotcolour,alfa,119,17,M,R,
37,37,37,0,0,27,53,932,['n'],1,right,['3'],3,263,[-0.13094554],91,53,easy,minus,dotcolour,alfa,119,17,M,R,
38,38,38,0,0,27,53,1315,['n'],1,right,['9'],5,185,[-0.14549823],95,53,easy,minus,dotcolour,alfa,119,17,M,R,
39,39,39,0,0,53,27,999,['c'],1,left,['8'],4,107,[0.10897092],95,53,easy,minus,dotcolour,alfa,119,17,M,R,
40,40,40,0,0,36,44,782,['c'],0,right,['8'],4,72,[0.09818657],96,44,hard,minus,dotcolour,alfa,119,17,M,R,
41,41,41,0,0,33,47,615,['c'],0,right,['8'],4,70,[0.06212618],89,47,medium,minus,dotcolour,alfa,119,17,M,R,
42,42,0,1,0,27,53,1166,['n'],1,right,['9'],5,134,[-0.0946217],91,53,easy,minus,dotcolour,alfa,119,17,M,R,
43,43,1,1,0,44,36,630,['c'],1,left,['8'],4,105,[0.04811513],79,44,hard,minus,dotcolour,alfa,119,17,M,R,
44,44,2,1,0,47,33,799,['c'],1,left,['9'],5,62,[0.10020989],97,47,medium,minus,dotcolour,alfa,119,17,M,R,
45,45,3,1,0,27,53,714,['c'],0,right,['0'],6,240,[0.00362907],52,53,easy,minus,dotcolour,alfa,119,17,M,R,
46,46,4,1,0,27,53,615,['c'],0,right,['9'],5,118,[0.09985899],93,53,easy,minus,dotcolour,alfa,119,17,M,R,
47,47,5,1,0,53,27,680,['n'],0,left,['8'],4,103,[-0.02810298],69,53,easy,minus,dotcolour,alfa,119,17,M,R,
48,48,6,1,0,36,44,566,['c'],0,right,['9'],5,118,[0.05338477],80,44,hard,minus,dotcolour,alfa,119,17,M,R,
49,49,7,1,0,33,47,1183,['n'],1,right,['8'],4,219,[-0.10671284],89,47,medium,minus,dotcolour,alfa,119,17,M,R,
50,50,8,1,0,27,53,713,['n'],1,right,['9'],5,143,[-0.08533773],88,53,easy,minus,dotcolour,alfa,119,17,M,R,
51,51,9,1,0,36,44,1348,['n'],1,right,['9'],5,636,[-0.05653408],65,44,hard,minus,dotcolour,alfa,119,17,M,R,
52,52,10,1,0,33,47,549,['c'],0,right,['9'],5,142,[0.05266018],78,47,medium,minus,dotcolour,alfa,119,17,M,R,
53,53,11,1,0,36,44,298,['n'],1,right,['9'],5,189,[-0.11345454],91,44,hard,minus,dotcolour,alfa,119,17,M,R,
54,54,12,1,0,44,36,79,['c'],1,left,['8'],4,31,[0.08496272],99,44,hard,minus,dotcolour,alfa,119,17,M,R,
55,55,13,1,0,47,33,600,['c'],1,left,['8'],4,63,[0.03281644],76,47,medium,minus,dotcolour,alfa,119,17,M,R,
56,56,14,1,0,47,33,415,['n'],0,left,['0'],6,156,[-0.06241805],81,47,medium,minus,dotcolour,alfa,119,17,M,R,
57,57,15,1,0,44,36,282,['n'],0,left,['9'],5,148,[-0.08278094],87,44,hard,minus,dotcolour,alfa,119,17,M,R,
58,58,16,1,0,53,27,498,['c'],1,left,['8'],4,99,[0.08871984],93,53,easy,minus,dotcolour,alfa,119,17,M,R,
59,59,17,1,0,53,27,416,['c'],1,left,['9'],5,48,[0.09747911],98,53,easy,minus,dotcolour,alfa,119,17,M,R,
60,60,18,1,0,44,36,349,['c'],1,left,['9'],5,65,[0.11157829],98,44,hard,minus,dotcolour,alfa,119,17,M,R,
61,61,19,1,0,27,53,782,['n'],1,right,['0'],6,232,[-0.12911265],92,53,easy,minus,dotcolour,alfa,119,17,M,R,
62,62,20,1,0,44,36,597,['n'],0,left,['8'],4,40,[-0.08824899],98,44,hard,minus,dotcolour,alfa,119,17,M,R,
63,63,21,1,0,36,44,383,['c'],0,right,['9'],5,65,[0.03762658],79,44,hard,minus,dotcolour,alfa,119,17,M,R,
64,64,22,1,0,36,44,233,['n'],1,right,['9'],5,142,[-0.07229971],85,44,hard,minus,dotcolour,alfa,119,17,M,R,
65,65,23,1,0,27,53,532,['n'],1,right,['0'],6,93,[-0.07613157],90,53,easy,minus,dotcolour,alfa,119,17,M,R,
66,66,24,1,0,53,27,549,['c'],1,left,['9'],5,108,[0.09843087],94,53,easy,minus,dotcolour,alfa,119,17,M,R,
67,67,25,1,0,47,33,483,['c'],1,left,['9'],5,133,[0.03138223],68,47,medium,minus,dotcolour,alfa,119,17,M,R,
68,68,26,1,0,47,33,766,['c'],1,left,['9'],5,19,[0.07072905],99,47,medium,minus,dotcolour,alfa,119,17,M,R,
69,69,27,1,0,33,47,900,['n'],1,right,['0'],6,215,[-0.10411612],88,47,medium,minus,dotcolour,alfa,119,17,M,R,
70,70,28,1,0,44,36,582,['c'],1,left,['9'],5,64,[0.06616947],91,44,hard,minus,dotcolour,alfa,119,17,M,R,
71,71,29,1,0,33,47,382,['c'],0,right,['0'],6,168,[0.07506914],84,47,medium,minus,dotcolour,alfa,119,17,M,R,
72,72,30,1,0,47,33,1198,['c'],1,left,['9'],5,26,[0.08338158],99,47,medium,minus,dotcolour,alfa,119,17,M,R,
73,73,31,1,0,36,44,666,['c'],0,right,['9'],5,88,[0.07800278],91,44,hard,minus,dotcolour,alfa,119,17,M,R,
74,74,32,1,0,33,47,899,['c'],0,right,['8'],4,90,[0.05301714],83,47,medium,minus,dotcolour,alfa,119,17,M,R,
75,75,33,1,0,33,47,1315,['n'],1,right,['9'],5,139,[-0.08839266],89,47,medium,minus,dotcolour,alfa,119,17,M,R,
76,76,34,1,0,27,53,1582,['c'],0,right,['9'],5,48,[0.0737964],95,53,easy,minus,dotcolour,alfa,119,17,M,R,
77,77,35,1,0,53,27,596,['c'],1,left,['9'],5,95,[0.0737797],90,53,easy,minus,dotcolour,alfa,119,17,M,R,
78,78,36,1,0,33,47,1183,['c'],0,right,['8'],4,85,[0.08737219],94,47,medium,minus,dotcolour,alfa,119,17,M,R,
79,79,37,1,0,53,27,750,['c'],1,left,['0'],6,141,[0.10521373],93,53,easy,minus,dotcolour,alfa,119,17,M,R,
80,80,38,1,0,44,36,631,['c'],1,left,['0'],6,127,[0.1328323],97,44,hard,minus,dotcolour,alfa,119,17,M,R,
81,81,39,1,0,53,27,798,['c'],1,left,['9'],5,107,[0.06615977],86,53,easy,minus,dotcolour,alfa,119,17,M,R,
82,82,40,1,0,47,33,699,['c'],1,left,['0'],6,92,[0.07637815],91,47,medium,minus,dotcolour,alfa,119,17,M,R,
83,83,41,1,0,36,44,782,['c'],0,right,['9'],5,986,[-0.09005007],31,44,hard,minus,dotcolour,alfa,119,17,M,R,
84,84,0,2,0,53,27,1600,['c'],1,left,['9'],5,210,[0.13020874],93,53,easy,minus,dotcolour,alfa,119,17,M,R,
85,85,1,2,0,53,27,982,['c'],1,left,['9'],5,147,[0.03641865],70,53,easy,minus,dotcolour,alfa,119,17,M,R,
86,86,2,2,0,47,33,2532,['n'],0,left,['2'],2,1809,[0.16574652],25,47,medium,minus,dotcolour,alfa,119,17,M,R,
87,87,3,2,0,27,53,615,['c'],0,right,['0'],6,433,[-0.10736547],19,53,easy,minus,dotcolour,alfa,119,17,M,R,
88,88,4,2,0,44,36,782,['c'],1,left,['9'],5,114,[0.09502133],93,44,hard,minus,dotcolour,alfa,119,17,M,R,
89,89,5,2,0,44,36,649,['c'],1,left,['0'],6,189,[0.14433474],95,44,hard,minus,dotcolour,alfa,119,17,M,R,
90,90,6,2,0,44,36,1032,['n'],0,left,['9'],5,220,[-0.01087286],55,44,hard,minus,dotcolour,alfa,119,17,M,R,
91,91,7,2,0,53,27,699,['c'],1,left,['0'],6,72,[0.07768964],93,53,easy,minus,dotcolour,alfa,119,17,M,R,
92,92,8,2,0,44,36,682,['c'],1,left,['0'],6,140,[0.00955756],56,44,hard,minus,dotcolour,alfa,119,17,M,R,
93,93,9,2,0,27,53,499,['c'],0,right,['9'],5,131,[0.02243176],64,53,easy,minus,dotcolour,alfa,119,17,M,R,
94,94,10,2,0,33,47,665,['c'],0,right,['1'],1,1484,[0.01436409],53,47,medium,minus,dotcolour,alfa,119,17,M,R,
95,95,11,2,0,36,44,1782,['n'],1,right,['8'],4,259,[-0.10534038],87,44,hard,minus,dotcolour,alfa,119,17,M,R,
96,96,12,2,0,36,44,2149,['n'],1,right,['9'],5,139,[-0.07629698],86,44,hard,minus,dotcolour,alfa,119,17,M,R,
97,97,13,2,0,47,33,899,['c'],1,left,['0'],6,211,[0.08271424],83,47,medium,minus,dotcolour,alfa,119,17,M,R,
98,98,14,2,0,33,47,1030,['n'],1,right,['9'],5,234,[-0.12450289],91,47,medium,minus,dotcolour,alfa,119,17,M,R,
99,99,15,2,0,44,36,1132,['n'],0,left,['0'],6,301,[-0.09001812],81,44,hard,minus,dotcolour,alfa,119,17,M,R,
100,100,16,2,0,33,47,967,['c'],0,right,['1'],1,900,[0.00666276],52,47,medium,minus,dotcolour,alfa,119,17,M,R,
101,101,17,2,0,47,33,1064,['c'],1,left,['0'],6,390,[0.08114498],76,47,medium,minus,dotcolour,alfa,119,17,M,R,
102,102,18,2,0,36,44,782,['n'],1,right,['9'],5,240,[-0.20929724],98,44,hard,minus,dotcolour,alfa,119,17,M,R,
